scenario,site,window,layer,threshold,feasible,area_fraction,selected_patches,obj_value
sic_sit_strict,DBO1,2017_2020,ice,0.35,True,0.5449413808076422,1255.0,1255.0
sic_sit_strict,DBO1,2017_2020,ice,0.4,True,0.6326530612244898,1457.0,1457.0
sic_sit_strict,DBO1,2017_2020,ice,0.45,True,0.724706904038211,1669.0,1669.0
sic_sit_strict,DBO1,2017_2020,ice,0.5,True,0.8202344767694312,1889.0,1889.0
sic_sit_strict,DBO1,2017_2020,ice,0.55,True,0.9196699956578376,2118.0,2118.0
sic_sit_strict,DBO1,2017_2020,ice,0.6,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.65,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.7,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.75,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.8,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.85,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.9,False,,,
sic_sit_strict,DBO1,2017_2020,ice,0.95,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.05,True,0.04226475279106858,53.0,53.0
sic_sit_strict,DBO4,2007_2011,ice,0.1,True,0.09250398724082935,116.0,116.0
sic_sit_strict,DBO4,2007_2011,ice,0.15,True,0.1507177033492823,189.0,189.0
sic_sit_strict,DBO4,2007_2011,ice,0.2,True,0.21850079744816586,274.0,274.0
sic_sit_strict,DBO4,2007_2011,ice,0.25,True,0.2966507177033493,372.0,372.0
sic_sit_strict,DBO4,2007_2011,ice,0.3,True,0.3843700159489633,482.0,482.0
sic_sit_strict,DBO4,2007_2011,ice,0.35,True,0.47926634768740034,601.0,601.0
sic_sit_strict,DBO4,2007_2011,ice,0.4,True,0.5813397129186603,729.0,729.0
sic_sit_strict,DBO4,2007_2011,ice,0.45,True,0.689792663476874,865.0,865.0
sic_sit_strict,DBO4,2007_2011,ice,0.5,True,0.80622009569378,1011.0,1011.0
sic_sit_strict,DBO4,2007_2011,ice,0.55,True,0.9401913875598086,1179.0,1179.0
sic_sit_strict,DBO4,2007_2011,ice,0.6,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.65,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.7,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.75,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.8,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.85,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.9,False,,,
sic_sit_strict,DBO4,2007_2011,ice,0.95,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.05,True,0.0430622009569378,54.0,54.0
sic_sit_strict,DBO4,2009_2013,ice,0.1,True,0.09090909090909091,114.0,114.0
sic_sit_strict,DBO4,2009_2013,ice,0.15,True,0.14752791068580542,185.0,185.0
sic_sit_strict,DBO4,2009_2013,ice,0.2,True,0.2113237639553429,265.0,265.0
sic_sit_strict,DBO4,2009_2013,ice,0.25,True,0.28309409888357256,355.0,355.0
sic_sit_strict,DBO4,2009_2013,ice,0.3,True,0.3628389154704944,455.0,455.0
sic_sit_strict,DBO4,2009_2013,ice,0.35,True,0.45215311004784686,567.0,567.0
sic_sit_strict,DBO4,2009_2013,ice,0.4,True,0.5502392344497608,690.0,690.0
sic_sit_strict,DBO4,2009_2013,ice,0.45,True,0.6555023923444976,822.0,822.0
sic_sit_strict,DBO4,2009_2013,ice,0.5,True,0.7695374800637959,965.0,965.0
sic_sit_strict,DBO4,2009_2013,ice,0.55,True,0.89792663476874,1126.0,1126.0
sic_sit_strict,DBO4,2009_2013,ice,0.6,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.65,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.7,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.75,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.8,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.85,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.9,False,,,
sic_sit_strict,DBO4,2009_2013,ice,0.95,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.05,True,0.046251993620414676,58.0,58.0
sic_sit_strict,DBO4,2012_2016,ice,0.1,True,0.09968102073365231,125.0,125.0
sic_sit_strict,DBO4,2012_2016,ice,0.15,True,0.16108452950558214,202.0,202.0
sic_sit_strict,DBO4,2012_2016,ice,0.2,True,0.22727272727272727,285.0,285.0
sic_sit_strict,DBO4,2012_2016,ice,0.25,True,0.2974481658692185,373.0,373.0
sic_sit_strict,DBO4,2012_2016,ice,0.3,True,0.37161084529505584,466.0,466.0
sic_sit_strict,DBO4,2012_2016,ice,0.35,True,0.45215311004784686,567.0,567.0
sic_sit_strict,DBO4,2012_2016,ice,0.4,True,0.5406698564593302,678.0,678.0
sic_sit_strict,DBO4,2012_2016,ice,0.45,True,0.6427432216905901,806.0,806.0
sic_sit_strict,DBO4,2012_2016,ice,0.5,True,0.75518341307815,947.0,947.0
sic_sit_strict,DBO4,2012_2016,ice,0.55,True,0.8732057416267942,1095.0,1095.0
sic_sit_strict,DBO4,2012_2016,ice,0.6,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.65,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.7,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.75,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.8,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.85,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.9,False,,,
sic_sit_strict,DBO4,2012_2016,ice,0.95,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.05,True,0.05661881977671451,71.0,71.0
sic_sit_strict,DBO4,2016_2020,ice,0.1,True,0.11802232854864433,148.0,148.0
sic_sit_strict,DBO4,2016_2020,ice,0.15,True,0.18261562998405104,229.0,229.0
sic_sit_strict,DBO4,2016_2020,ice,0.2,True,0.25199362041467305,316.0,316.0
sic_sit_strict,DBO4,2016_2020,ice,0.25,True,0.3277511961722488,411.0,411.0
sic_sit_strict,DBO4,2016_2020,ice,0.3,True,0.4082934609250399,512.0,512.0
sic_sit_strict,DBO4,2016_2020,ice,0.35,True,0.49521531100478466,621.0,621.0
sic_sit_strict,DBO4,2016_2020,ice,0.4,True,0.5885167464114832,738.0,738.0
sic_sit_strict,DBO4,2016_2020,ice,0.45,True,0.6874003189792663,862.0,862.0
sic_sit_strict,DBO4,2016_2020,ice,0.5,True,0.8046251993620415,1009.0,1009.0
sic_sit_strict,DBO4,2016_2020,ice,0.55,True,0.9641148325358851,1209.0,1209.0
sic_sit_strict,DBO4,2016_2020,ice,0.6,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.65,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.7,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.75,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.8,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.85,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.9,False,,,
sic_sit_strict,DBO4,2016_2020,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.05,True,0.03864524533217542,89.0,89.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.1,True,0.0851063829787234,196.0,196.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.15,True,0.13590968302214504,313.0,313.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.2,True,0.19018671298306555,438.0,438.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.25,True,0.24533217542336083,565.0,565.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.3,True,0.3017802865827182,695.0,695.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.35,True,0.35953104646113765,828.0,828.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.4,True,0.4194528875379939,966.0,966.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.45,True,0.4819800260529744,1110.0,1110.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.5,True,0.5501519756838906,1267.0,1267.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.55,True,0.6239687364307425,1437.0,1437.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.6,True,0.7008250108554059,1614.0,1614.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.65,True,0.7789839339991316,1794.0,1794.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.7,True,0.860616587060356,1982.0,1982.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.75,True,0.9500651324359531,2188.0,2188.0
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO1,1993_1997,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.05,True,0.03300043421623969,76.0,76.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.1,True,0.0729483282674772,168.0,168.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.15,True,0.11854103343465046,273.0,273.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.2,True,0.16804168475901,387.0,387.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.25,True,0.2201476335214937,507.0,507.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.3,True,0.27312201476335213,629.0,629.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.35,True,0.3282674772036474,756.0,756.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.4,True,0.3860182370820669,889.0,889.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.45,True,0.4476769431176726,1031.0,1031.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.5,True,0.5141120277898393,1184.0,1184.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.55,True,0.5857577073382545,1349.0,1349.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.6,True,0.6604429005644811,1521.0,1521.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.65,True,0.7381676074685193,1700.0,1700.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.7,True,0.822405557967868,1894.0,1894.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.75,True,0.9192357794181503,2117.0,2117.0
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO1,2009_2013,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.05,True,0.04819800260529744,111.0,111.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.1,True,0.09900130264871906,228.0,228.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.15,True,0.15240990013026487,351.0,351.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.2,True,0.20842379504993486,480.0,480.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.25,True,0.26617455492835435,613.0,613.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.3,True,0.32566217976552325,750.0,750.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.35,True,0.3881893182805037,894.0,894.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.4,True,0.4537559704732957,1045.0,1045.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.45,True,0.5227963525835866,1204.0,1204.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.5,True,0.5944420321320018,1369.0,1369.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.55,True,0.6691272253582284,1541.0,1541.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.6,True,0.747286148501954,1721.0,1721.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.65,True,0.8267477203647416,1904.0,1904.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.7,True,0.9114198871037776,2099.0,2099.0
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO1,2012_2016,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.05,True,0.06556665219279201,151.0,151.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.1,True,0.1350412505427703,311.0,311.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.15,True,0.20712114633087278,477.0,477.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.2,True,0.28137212331741207,648.0,648.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.25,True,0.35692574902301344,822.0,822.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.3,True,0.43465045592705165,1001.0,1001.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.35,True,0.5145462440295268,1185.0,1185.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.4,True,0.5974815458098133,1376.0,1376.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.45,True,0.6847590099869735,1577.0,1577.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.5,True,0.7750759878419453,1785.0,1785.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.55,True,0.8684324793747286,2000.0,2000.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.6,True,0.9687364307425098,2231.0,2231.0
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.65,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.7,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO1,2017_2020,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.05,True,0.03987240829346093,50.0,50.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.1,True,0.08692185007974482,109.0,109.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.15,True,0.14114832535885166,177.0,177.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.2,True,0.20414673046251994,256.0,256.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.25,True,0.27751196172248804,348.0,348.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.3,True,0.36044657097288674,452.0,452.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.35,True,0.44976076555023925,564.0,564.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.4,True,0.5470494417862839,686.0,686.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.45,True,0.6507177033492823,816.0,816.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.5,True,0.7615629984051037,955.0,955.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.55,True,0.886762360446571,1112.0,1112.0
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.6,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.65,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.7,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO4,2007_2011,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.05,True,0.03987240829346093,50.0,50.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.1,True,0.08452950558213716,106.0,106.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.15,True,0.13556618819776714,170.0,170.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.2,True,0.19537480063795853,245.0,245.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.25,True,0.2623604465709729,329.0,329.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.3,True,0.335725677830941,421.0,421.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.35,True,0.4178628389154705,524.0,524.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.4,True,0.5087719298245614,638.0,638.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.45,True,0.6076555023923444,762.0,762.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.5,True,0.715311004784689,897.0,897.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.55,True,0.8333333333333334,1045.0,1045.0
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.6,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.65,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.7,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO4,2009_2013,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.05,True,0.04226475279106858,53.0,53.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.1,True,0.09170653907496013,115.0,115.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.15,True,0.14832535885167464,186.0,186.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.2,True,0.2113237639553429,265.0,265.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.25,True,0.2767145135566188,347.0,347.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.3,True,0.34609250398724084,434.0,434.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.35,True,0.42105263157894735,528.0,528.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.4,True,0.5031897926634769,631.0,631.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.45,True,0.5964912280701754,748.0,748.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.5,True,0.7001594896331739,878.0,878.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.55,True,0.8110047846889952,1017.0,1017.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.6,True,0.9314194577352473,1168.0,1168.0
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.65,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.7,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO4,2012_2016,ice,0.95,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.05,True,0.05422647527910686,68.0,68.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.1,True,0.11323763955342903,142.0,142.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.15,True,0.17464114832535885,219.0,219.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.2,True,0.24082934609250398,302.0,302.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.25,True,0.31259968102073366,392.0,392.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.3,True,0.3923444976076555,492.0,492.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.35,True,0.47767145135566186,599.0,599.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.4,True,0.569377990430622,714.0,714.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.45,True,0.6666666666666666,836.0,836.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.5,True,0.7822966507177034,981.0,981.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.55,True,0.9330143540669856,1170.0,1170.0
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.6,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.65,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.7,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.75,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.8,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.85,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.9,False,,,
nonlocal_multiplier_0p37,DBO4,2016_2020,ice,0.95,False,,,
